C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_57_881.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_57_881.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_57_881.jpg, 0, 0, 0, 8.141638E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_57_986.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_57_986.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_57_986.jpg, 0, 0, 0, 7.819176E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_58_091.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_58_091.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_58_091.jpg, 0, 0, 0, 7.824248E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_58_192.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_58_192.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_58_192.jpg, 0, 0, 0, 7.798924E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_58_294.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_58_294.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_58_294.jpg, 0, 0, 0, 7.891766E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_58_398.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_58_398.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_58_398.jpg, 0, 0, 0, 7.822214E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_58_501.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_58_501.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_58_501.jpg, 0, 0, 0, 7.873798E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_58_603.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_58_603.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_58_603.jpg, 0, 0, 0, 7.781175E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_58_709.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_58_709.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_58_709.jpg, 0, 0, 0, 7.868042E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_58_813.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_58_813.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_58_813.jpg, 0, 0, 0, 8.215032E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_58_914.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_58_914.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_58_914.jpg, 0, 0, 0, 8.464194E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_59_017.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_59_017.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_59_017.jpg, 0, 0, 0, 8.206967E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_59_122.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_59_122.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_59_122.jpg, 0, 0, 0, 8.427094E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_59_228.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_59_228.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_59_228.jpg, 0, 0, 0, 7.832587E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_59_333.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_59_333.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_59_333.jpg, 0, 0, 0, 7.887292E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_59_438.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_59_438.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_59_438.jpg, 0, 0, 0, 7.887583E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_59_541.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_59_541.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_59_541.jpg, 0, 0, 0, 7.964025E-05
C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\center_2024_05_05_18_50_59_648.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\left_2024_05_05_18_50_59_648.jpg, C:\Users\Ashish\Desktop\Self driving car\simulator-windows-64\IMG\right_2024_05_05_18_50_59_648.jpg, 0, 0, 0, 8.458521E-05
